0.000000,0.769336,0.377083,0.186328,0.226389
0.000000,0.479883,0.651042,0.519922,0.382639
0.000000,0.457617,0.673264,0.516016,0.389583
0.000000,0.696289,0.362153,0.314453,0.265972
0.000000,0.451953,0.673958,0.502344,0.389583
0.000000,0.688477,0.360764,0.334766,0.256250
0.000000,0.450391,0.670833,0.504687,0.383333
0.000000,0.678711,0.362500,0.349609,0.262500
0.000000,0.442187,0.664583,0.495313,0.369444
0.000000,0.669727,0.360069,0.367578,0.252083
0.000000,0.434766,0.661458,0.489062,0.354861
0.000000,0.661133,0.356597,0.383984,0.254861
0.000000,0.440625,0.663542,0.503125,0.360417
0.000000,0.654102,0.355903,0.399609,0.249306
0.000000,0.442187,0.670139,0.511719,0.375000
0.000000,0.645312,0.355556,0.421094,0.255556
0.000000,0.440430,0.678819,0.512109,0.395139
0.000000,0.635352,0.360417,0.432422,0.269444
0.000000,0.440234,0.678472,0.510938,0.395833
0.000000,0.625781,0.363194,0.454688,0.277778
0.000000,0.434180,0.667014,0.498828,0.371528
0.000000,0.615234,0.363889,0.474219,0.276389
0.000000,0.477734,0.652778,0.518750,0.384722
0.000000,0.761133,0.376389,0.196484,0.233333
0.000000,0.430273,0.658333,0.494141,0.345833
0.000000,0.606836,0.362153,0.488672,0.279861
0.000000,0.422656,0.645139,0.491406,0.330556
0.000000,0.598437,0.364931,0.504687,0.278472
0.000000,0.589844,0.365278,0.517969,0.276389
0.000000,0.419531,0.632986,0.486719,0.309028
0.000000,0.420117,0.638889,0.498828,0.325000
0.000000,0.577539,0.374306,0.531641,0.284722
0.000000,0.423828,0.649653,0.507031,0.349306
0.000000,0.565039,0.379861,0.539453,0.290278
0.000000,0.541602,0.368750,0.530078,0.277778
0.000000,0.423438,0.647569,0.503125,0.347917
0.000000,0.529883,0.386806,0.532422,0.318056
0.000000,0.419922,0.635069,0.492969,0.322917
0.000000,0.419922,0.632639,0.492188,0.322222
0.000000,0.507031,0.391667,0.522656,0.336111
0.000000,0.484375,0.379167,0.507812,0.316667
0.000000,0.411523,0.619444,0.478516,0.305556
0.000000,0.465430,0.368403,0.501172,0.293750
0.000000,0.404102,0.615278,0.478516,0.302778
0.000000,0.754883,0.378472,0.208203,0.233333
0.000000,0.470703,0.642708,0.510938,0.363194
0.000000,0.444336,0.360764,0.510547,0.290972
0.000000,0.404297,0.620139,0.494531,0.304167
0.000000,0.428320,0.356597,0.508984,0.299306
0.000000,0.406055,0.619097,0.499609,0.304861
0.000000,0.399414,0.351042,0.505859,0.285417
0.000000,0.402539,0.628472,0.501172,0.330556
0.000000,0.380664,0.346875,0.489453,0.277083
0.000000,0.398438,0.628125,0.492188,0.327083
0.000000,0.370898,0.345833,0.483984,0.270833
0.000000,0.393555,0.620833,0.493359,0.316667
0.000000,0.352539,0.345139,0.451172,0.270833
0.000000,0.385938,0.611111,0.493750,0.304167
0.000000,0.378320,0.613194,0.487891,0.306944
0.000000,0.342773,0.352778,0.439453,0.276389
0.000000,0.377539,0.620833,0.489453,0.320833
0.000000,0.324414,0.340972,0.396484,0.256944
0.000000,0.377344,0.626042,0.487500,0.321528
0.000000,0.316406,0.340625,0.378906,0.250694
0.000000,0.291211,0.328819,0.329297,0.229861
0.000000,0.372266,0.631944,0.482031,0.325000
0.000000,0.745703,0.376042,0.221094,0.234028
0.000000,0.468164,0.643403,0.505859,0.360417
0.000000,0.279102,0.326389,0.305859,0.213889
0.000000,0.370898,0.636458,0.484766,0.322917
0.000000,0.267383,0.330208,0.285547,0.221528
0.000000,0.369727,0.642708,0.480859,0.332639
0.000000,0.248828,0.330556,0.246875,0.231944
0.000000,0.368750,0.643403,0.481250,0.332639
0.000000,0.249023,0.340972,0.245703,0.225000
0.000000,0.363867,0.647569,0.466016,0.363194
0.000000,0.230664,0.353472,0.208984,0.234722
0.000000,0.363672,0.648958,0.470313,0.379861
0.000000,0.217383,0.371875,0.183203,0.238194
0.000000,0.364453,0.657292,0.474219,0.399306
0.000000,0.365039,0.667708,0.475391,0.404861
0.000000,0.365820,0.684722,0.470703,0.415278
0.000000,0.364453,0.692361,0.471875,0.406944
0.000000,0.364453,0.697917,0.482031,0.390278
0.000000,0.458203,0.643403,0.496875,0.353472
0.000000,0.736719,0.373958,0.242188,0.236806
0.000000,0.362305,0.702431,0.472266,0.382639
0.000000,0.365234,0.698264,0.470313,0.371528
0.000000,0.364062,0.698611,0.470313,0.372222
0.000000,0.371094,0.696181,0.482031,0.372917
0.000000,0.375000,0.688889,0.492969,0.362500
0.000000,0.379492,0.687847,0.495703,0.368750
0.000000,0.383008,0.669792,0.491797,0.338194
0.000000,0.430469,0.637153,0.469531,0.290972
0.000000,0.433398,0.647569,0.476172,0.302083
0.000000,0.439258,0.652431,0.492578,0.310417
0.000000,0.731445,0.369097,0.251953,0.242361
0.000000,0.455664,0.646181,0.494141,0.354861
0.000000,0.445117,0.658681,0.499609,0.320139
0.000000,0.450391,0.657986,0.503906,0.317361
0.000000,0.455859,0.732986,0.499219,0.314583
0.000000,0.462305,0.730903,0.508203,0.315972
0.000000,0.462695,0.731597,0.514453,0.317361
0.000000,0.460742,0.731597,0.503516,0.315972
0.000000,0.335742,0.647222,0.420703,0.300000
0.000000,0.332227,0.646181,0.408203,0.306250
0.000000,0.321484,0.648264,0.386719,0.307639
0.000000,0.318945,0.640278,0.383203,0.309722
0.000000,0.724609,0.369792,0.266406,0.263194
0.000000,0.455664,0.647222,0.500391,0.350000
0.000000,0.307813,0.631944,0.362500,0.301389
0.000000,0.301367,0.631597,0.348047,0.310417
0.000000,0.282227,0.621875,0.309766,0.311806
0.000000,0.284180,0.628125,0.318359,0.331250
0.000000,0.270312,0.616667,0.289844,0.291667
0.000000,0.259766,0.624306,0.264062,0.302778
0.000000,0.241797,0.609375,0.228906,0.271528
0.000000,0.243359,0.601736,0.231250,0.270139
0.000000,0.225977,0.595139,0.199609,0.243056
0.000000,0.455859,0.661111,0.507812,0.372222
0.000000,0.715430,0.366667,0.280078,0.269444
0.000000,0.456250,0.671528,0.513281,0.388889
0.000000,0.705859,0.372917,0.297656,0.266667
